week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-45,-0.5551501403279538,1.0,-0.7294448943793159,1.0,1.0
2025-46,0.44910088799585185,1.0632422391620064,0.29069074867473205,0.635878251622043,12.0
2025-47,0.10837770436745425,0.8344783229707677,-0.22370680706847312,1.1494340892670643,24.0
2025-48,0.15680412139994296,0.9741336716937364,-0.0366382857328033,1.1126943098748145,32.0
2025-49,0.22619562481179337,1.1768225582822742,-0.1795474607000439,0.8569279217424924,18.0
2025-50,-0.02033041113384317,1.080984260892497,-0.04029594607794693,0.8022443960584265,41.0
2025-51,-0.25217746517427353,0.9475888426293065,0.23620286517185934,0.9257081814515704,29.0
2025-52,-0.5259247980851736,1.1066595158288628,-0.04375172333879121,1.2328469326903209,8.0
2026-00,-0.5892282352585203,0.657649152454124,0.3542490966343486,1.2437577654273575,10.0
2026-01,-0.04862139549586036,0.9196451331213681,0.03495755823653323,1.0647556262305413,37.0
2026-02,0.4217280739325351,0.905230726301761,0.18840003010307202,0.7216909888226343,24.0
2026-03,-0.3096092204039014,1.1095101614899943,0.07984402107200811,0.8331508465975135,60.0
2026-04,-0.3866825077532321,1.07830797053467,0.15635675078681233,0.8907382118401596,39.0
2026-05,0.01771870151482199,1.1619586486008344,-0.07784332783107357,0.9302965550912773,25.0
2026-06,-0.5945709073386016,1.0127653061079633,0.06690030039583116,0.8935557029852412,37.0
2026-07,0.07794338693901508,1.2609236136018407,0.16584533539151367,0.6143100962390977,29.0
2026-08,-0.1217942517142776,1.1620714172923157,0.11038263079985088,0.8700936171990553,16.0
2026-09,-0.3157363058920359,0.48526091640171665,-0.5519381620037924,0.897136900097615,7.0
2026-10,-0.16305558720161492,0.8066616493734994,0.21386140314214555,1.0679331674090984,22.0
2026-11,-0.313300481405255,1.2412238123241879,0.0654681950676747,1.1020751961931718,24.0
2026-12,-0.35580836866697063,0.9883584948557635,0.11787533546413079,0.8893011723241965,16.0
2026-13,-0.08211817717038429,0.8093303616870247,0.031130162494958594,1.0112300615830316,39.0
2026-14,0.23237194383397283,0.9137325110013348,-0.04031865953289757,1.0195394913583302,46.0
2026-15,0.12443050168288049,0.988487650920025,0.05369355558295076,1.0533968734804513,36.0
2026-16,0.18564497933547153,0.8771983822093556,0.1179196705060559,1.026271743883213,20.0
2026-17,0.20302383637522842,0.8455370808244854,0.04338645802546498,0.8671625798974993,23.0
2026-18,0.18363473100161873,1.2607991949648008,0.2459617354378757,0.7870226317109326,18.0
2026-19,0.019227822774662475,0.9359875716091836,0.1919411188282154,0.9537249404667019,29.0
2026-20,-0.020530730799187047,1.0242970593038168,0.1556323263659245,1.041311322382068,39.0
2026-21,-0.06900980338766359,0.9261226573487045,-0.1138200216887498,1.1471418678670764,34.0
2026-22,0.2975239739528556,1.3299843855025777,0.04597409059232905,1.0959241157767083,24.0
2026-23,0.2936954655962581,0.7592253616366856,-0.035763671872123266,1.1597058948271197,40.0
2026-24,0.17851328988018225,0.7521032870009513,-0.2478536051403425,0.8634328379017143,30.0
2026-25,0.12893143731576936,0.7274825617009265,-0.10421557254926676,1.3047850638120353,42.0
2026-26,-0.05015187836859927,1.0832440141985877,0.017338778605222135,0.9012013647412447,62.0
2026-27,0.34574882448282074,0.8539019421707847,-0.3072588886832576,0.9975793552964959,35.0
2026-28,0.05615892795658903,0.7431109178719053,0.025201238803427315,1.068092024334374,44.0
2026-29,-0.008342394320570113,0.9412978599008899,0.2522729080923094,0.887207141903513,28.0
2026-30,0.1058323973171904,0.7480712712028461,-0.8087513038957286,0.9789147747821837,22.0
2026-31,-0.15923775070979332,0.8198222666991507,-0.2886814010055484,0.6372544281511189,14.0
2026-32,0.1589297511194018,0.7744555735759033,-0.13794059038374643,1.111415063204454,17.0
2026-33,0.044505905099130716,0.7083707265182582,-0.32058797689257557,1.0156409531787765,10.0
2026-34,0.4547414624935441,0.8986747281177029,-0.022200200597614683,0.9312844972308157,4.0
2026-35,0.39687577131464935,0.10799101103873082,0.36610412460823866,0.2549369124496898,4.0
